中世纪	-12.675768
中东	-11.251210
中产	-12.760332
中介	-10.262790
中伏	-15.990907
中伤	-14.619144
中兴	-12.092928
中农	-14.765050
中医	-10.839826
中午	-10.854682
中华	-9.471446
中南	-12.130415
中卫	-13.347179
中原	-11.051125
中古	-13.251486
中叶	-13.589840
中听	-14.766777
中国	-6.525338
中国画	-12.968781
中国话	-14.592748
中坚	-12.964539
中型	-11.184789
中堂	-13.809836
中外	-10.582271
中央	-8.478263
中央税	-16.777370
中奖	-12.160180
中子	-16.738405
中子弹	-15.963901
中子星	-14.967881
中学	-9.691191
中学生	-11.466196
中将	-13.420896
中尉	-13.040339
中层	-12.256432
中山	-10.200421
中山装	-14.818883
中州	-15.605733
中常	-12.808223
中年	-11.332427
中庸	-13.164345
中式	-13.162913
中心	-7.538257
中性	-15.747872
中意	-13.175098
中指	-12.036180
中提琴	-15.180907
中搜	-15.054181
中文	-9.456894
中断	-11.113758
中方	-11.295817
中旬	-11.499900
中暑	-13.515597
中期	-11.161379
中枢	-12.116547
中标	-11.591370
中校	-14.660881
中档	-12.837983
中止	-11.803101
中正	-11.963617
中毒	-10.760516
中流	-14.452057
中流砥柱	-14.161506
中游	-12.542843
中焦	-15.478411
中看	-13.447573
中秋	-11.864161
中稻	-15.390469
中立	-12.095088
中立国	-14.906842
中等	-11.370926
中策	-16.551924
中签	-14.241129
中篇	-14.332243
中级	-11.102263
中线	-12.626417
中继站	-15.325916
中继线	-14.781508
中缝	-16.205130
中考	-12.071183
中耕	-14.111360
中耳	-13.744075
中肯	-13.505871
中药	-10.768587
中落	-15.892516
中装	-16.114704
中西	-11.899282
中路	-11.967752
中转	-12.907318
中辍	-16.769121
中选	-12.701015
中途	-11.641938
中部	-11.444395
中锋	-12.508557
中间	-9.900199
中间人	-14.254679
中间派	-15.439022
中队	-12.088628
中雨	-16.835205
中非	-15.670487
中频	-14.144618
中风	-13.016116
中餐	-12.944378
中饭	-14.582461
中饱	-15.136851
丮	-13.205178
丰	-9.836807
丰产	-13.131218
丰功伟绩	-14.343204
丰厚	-11.901591
丰县	-13.072520
丰台	-12.186511
丰姿	-14.843592
丰富	-9.233220
丰年	-14.288547
丰收	-12.158168
丰沛	-14.708157
丰润	-14.111461
丰满	-12.099100
丰田	-11.537766
丰登	-15.374363
丰盈	-14.316688
丰盛	-12.848715
丰硕	-12.900597
丰碑	-13.765266
丰美	-14.828282
丰腴	-14.187726
丰茂	-15.663244
丰衣足食	-15.028145
丰裕	-14.970396
丰足	-15.481940
丰采	-14.635472
丰韵	-15.697463
丰饶	-14.950345
丱	-12.950190
串	-9.893937
串供	-15.739014
串味	-16.270676
串子	-16.267946
串换	-16.313772
串案	-15.690225
串演	-16.470924
串珠	-14.376743
串线	-16.695087
串联	-12.937220
串讲	-14.468020
串通	-13.390907
串通一气	-15.594497
串铃	-16.746904
串门	-13.839126
丳	-13.071677
临	-10.088359
临产	-14.462402
临刑	-15.208434
临别	-14.078094
临到	-14.216584
临危	-13.956595
临危受命	-14.892209
临危授命	-16.867065
临场	-13.242079
临夏	-14.182244
临头	-13.625657
临安	-13.013491
临帖	-16.376499
临床	-10.030998
临战	-14.451614
临摹	-13.773364
临时	-10.157226
临机	-16.037106
临池	-15.928829
临汾	-13.201890
临沂	-12.611662
临河	-14.101960
临洮	-14.749810
临海	-13.109314
临淄	-13.909587
临潼	-14.003866
临澧	-15.695395
临界	-12.572079
临盆	-15.614587
临终	-12.767545
临街	-13.438660
临近	-11.941195
临门	-13.869409
临阵	-13.931302
临阵磨枪	-16.042721
临阵脱逃	-15.142963
临风	-14.075574
丶	-14.100918
丸	-10.623639
丸剂	-15.600718
丸子	-13.190411
丸药	-15.180470
丹	-9.467782
丹东	-12.758856
丹佛	-13.336869
丹凤眼	-15.979276
丹尼尔	-13.229969
丹尼斯	-13.597280
丹心	-14.512899
丹毒	-15.451194
丹江口	-13.754184
丹田	-13.023650
丹砂	-15.321280
丹青	-13.568963
丹顶鹤	-14.419446
丹麦	-11.771671
为	-5.835161
